Company,TypeName,Ram,Weight,Price,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os
Dell,Notebook,4,2.18,10.46324504,0,0,141.2119981,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,8,2.24,10.31238676,0,0,141.2119981,Intel Core i5,1000,0,AMD,Windows
Dell,2 in 1 Convertible,8,2.67,10.65892197,1,0,141.2119981,Intel Core i5,0,256,Intel,Windows
Asus,2 in 1 Convertible,8,1.1,11.28811452,1,0,165.6321181,Intel Core i7,0,1024,Intel,Windows
Lenovo,Notebook,4,2.2,10.12189028,0,0,141.2119981,Intel Core i5,1000,0,Intel,Others
HP,Notebook,8,2.5,10.90115622,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.05,10.75548293,0,0,141.2119981,Intel Core i7,0,256,Intel,Windows
Apple,Ultrabook,8,1.37,11.5556994,0,1,226.9830047,Intel Core i5,0,512,Intel,Mac
Asus,Gaming,16,3.2,11.32092587,0,0,127.3356746,AMD Processor,1000,256,AMD,Windows
Dell,Notebook,8,2.14,10.57552676,0,0,141.2119981,Intel Core i7,0,256,AMD,Others
Lenovo,2 in 1 Convertible,16,1.36,11.79920696,1,0,209.8006829,Intel Core i7,0,512,Intel,Windows
Toshiba,Notebook,8,2.2,10.67506137,0,0,100.4546699,Intel Core i7,500,0,Nvidia,Windows
Dell,Notebook,12,2.3,10.54514062,0,0,100.4546699,Intel Core i7,1000,0,Intel,Windows
Dell,Notebook,8,2.8,10.97771698,0,0,127.3356746,Intel Core i7,1000,128,AMD,Others
Acer,Notebook,8,2.2,10.58894524,0,1,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,4,2.8,10.16792352,0,0,106.1130621,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,8,2.8,10.71962021,0,0,127.3356746,Intel Core i7,2000,0,Nvidia,Others
Lenovo,Notebook,6,2.8,10.73132995,0,0,106.1130621,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,2.25,10.03468422,0,0,141.2119981,Intel Core i3,1000,0,AMD,Others
Lenovo,Gaming,8,2.5,10.69578118,0,1,141.2119981,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Notebook,6,2.2,10.3368635,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,8,3,10.83307509,0,1,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Acer,Notebook,12,2.15,10.46628456,1,1,141.2119981,Intel Core i7,1000,0,Intel,Windows
Lenovo,Notebook,8,1.95,10.97589549,0,1,141.2119981,Intel Core i7,0,256,Intel,Windows
Asus,Ultrabook,8,1.7,10.86004768,0,0,141.2119981,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Gaming,16,2.5,11.04798293,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,8,2.2,10.46629974,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,Others
Acer,Notebook,2,2.19,9.268865851,0,0,100.4546699,Other Intel Processor,0,16,Intel,Others
Asus,Gaming,8,3,11.05474542,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,Windows
HP,Notebook,8,2.54,10.16792352,0,0,106.1130621,Intel Core i3,1000,0,Intel,Windows
Dell,Notebook,8,2,11.48708567,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,2.05,10.58085895,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows
Lenovo,Gaming,8,3.2,11.14491104,0,1,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
Acer,Notebook,8,2.5,10.86209267,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Others
Dell,Workstation,16,3.42,11.94279268,0,0,127.3356746,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,6,2.4,10.18816712,0,0,141.2119981,AMD Processor,1000,0,AMD,Windows
Asus,Ultrabook,16,1.63,11.26721724,0,0,141.2119981,Intel Core i7,0,512,Nvidia,Windows
Asus,Notebook,4,1.3,10.20800904,0,0,111.9352036,Intel Core i3,0,128,Intel,Windows
Asus,Gaming,16,2.9,11.63567535,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,6,2.8,10.45099374,0,0,106.1130621,Intel Core i5,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.2,10.28365947,0,0,100.4546699,Intel Core i5,2000,0,Nvidia,Others
Asus,Gaming,8,2.5,11.11838843,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,2.2,9.86163728,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Others
HP,2 in 1 Convertible,16,1.28,11.5638847,1,0,165.6321181,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,8,2.2,10.92541748,0,1,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,2.3,10.68364511,0,0,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,4,1.86,10.12616379,0,0,141.2119981,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,8,1.1,10.8823158,0,1,165.6321181,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,16,1.21,11.79920696,1,1,331.2642361,Intel Core i7,0,1000,Intel,Windows
MSI,Gaming,16,2.8,11.62477735,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,8,2.23,10.12616379,0,0,141.2119981,AMD Processor,0,256,AMD,Windows
Asus,2 in 1 Convertible,2,1.1,9.592332124,1,0,135.0942112,Other Intel Processor,0,0,Intel,Windows
Dell,Notebook,8,2.33,10.71371352,0,0,141.2119981,Intel Core i5,1000,128,AMD,Windows
HP,2 in 1 Convertible,16,1.29,11.77899608,1,1,331.2642361,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,4,1.45,10.1065701,0,0,117.8265301,Other Intel Processor,0,0,Intel,Others
HP,Notebook,8,1.95,10.8631136,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,4,1.4,10.15970992,0,0,135.0942112,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,1.48,11.13950771,0,0,157.3505121,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,2.79,10.35398721,0,0,106.1130621,Intel Core i5,1000,0,Nvidia,Windows
Asus,Notebook,8,2,10.97315701,0,0,157.3505121,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,2.1,10.78017555,0,1,100.4546699,Intel Core i7,1000,0,Intel,Windows
Acer,Notebook,8,2.2,10.46628456,0,0,100.4546699,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,4,1.44,9.652314829,0,0,111.9352036,Other Intel Processor,0,0,Intel,Windows
Acer,Notebook,6,2.23,10.28365947,0,0,100.4546699,Intel Core i5,1000,0,Intel,Windows
Asus,Ultrabook,8,1.7,10.93201123,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows
HP,Ultrabook,8,1.26,11.1722476,0,0,176.2325736,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,32,2.06,11.85371636,1,0,282.4239962,Intel Core i7,0,1000,Nvidia,Windows
MSI,Gaming,8,2.7,11.06480418,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Toshiba,Notebook,8,2,10.82462731,0,1,141.2119981,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,8,2,11.17149825,0,0,157.3505121,Intel Core i7,1000,256,Intel,Windows
Lenovo,Notebook,4,1.85,10.08258391,0,0,141.2119981,Intel Core i3,1000,0,Intel,Windows
Asus,Gaming,8,2.5,10.8823158,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,8,1.48,11.12075716,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,8,1.9,10.93115363,0,1,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,8,1.84,11.0178472,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,4,2,9.59229576,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Others
Dell,Notebook,8,2,11.01675394,0,0,141.2119981,Intel Core i5,0,256,Nvidia,Windows
Dell,Notebook,4,2.2,9.591968421,0,0,100.4546699,Other Intel Processor,500,0,Intel,Others
Lenovo,Notebook,12,2.2,10.77684406,0,0,141.2119981,AMD Processor,2000,0,AMD,Windows
HP,Notebook,8,2.1,10.54924119,0,1,141.2119981,Intel Core i3,1000,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,16,1.4,11.62477735,1,1,316.9650604,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,8,1.2,11.34010804,0,0,165.6321181,Intel Core i7,0,256,Intel,Windows
Lenovo,Gaming,16,2.4,11.00464859,0,1,141.2119981,Intel Core i7,2000,256,Nvidia,Windows
HP,Notebook,2,1.44,9.606772808,0,0,111.9352036,Other Intel Processor,0,0,Intel,Windows
Dell,Ultrabook,16,1.88,11.3582826,0,0,141.2119981,Intel Core i7,0,768,Intel,Windows
Asus,2 in 1 Convertible,4,1.5,9.902487052,1,0,135.0942112,Other Intel Processor,0,0,Intel,Windows
Dell,Ultrabook,8,1.9,10.47233602,0,0,141.2119981,Intel Core i5,1000,0,AMD,Windows
Dell,Notebook,16,2.06,11.59008035,1,0,282.4239962,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,8,1.84,11.14875277,0,0,141.2119981,Intel Core i7,0,256,Intel,Windows
MSI,Gaming,8,2.7,11.22619654,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
HP,Workstation,8,2.6,11.43620667,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Toshiba,Notebook,16,2.4,11.22192911,0,1,141.2119981,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,8,2.02,10.8537845,0,0,141.2119981,Intel Core i7,2000,128,AMD,Windows
Lenovo,Notebook,4,2.2,9.750081515,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Others
Dell,Gaming,8,2.65,10.8823158,0,0,141.2119981,Intel Core i5,1000,0,Nvidia,Windows
Dell,Notebook,8,2.36,10.29879032,1,0,100.4546699,Intel Core i5,2000,0,Intel,Windows
Dell,Notebook,8,1.36,11.23889064,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.86,10.06006044,0,0,100.4546699,Intel Core i3,500,0,Intel,Windows
Asus,Notebook,8,2,10.82674595,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,6,2.8,10.55342238,0,0,106.1130621,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,8,1.86,10.43546548,0,0,141.2119981,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,8,2.2,10.18816712,0,0,100.4546699,Intel Core i3,0,256,Nvidia,Others
HP,Notebook,8,2.04,9.93914037,0,0,100.4546699,Other Intel Processor,2000,0,Intel,Windows
Dell,Notebook,8,2.8,10.96489629,0,0,127.3356746,Intel Core i5,1000,128,AMD,Windows
Lenovo,Gaming,8,2.4,10.67135994,0,1,141.2119981,Intel Core i5,1000,128,Nvidia,Others
Dell,Notebook,8,2.33,10.77684406,0,0,141.2119981,Intel Core i7,0,256,AMD,Windows
HP,Ultrabook,8,1.36,11.44293209,0,1,157.3505121,Intel Core i7,0,256,Intel,Windows
Asus,2 in 1 Convertible,12,2.26,10.97771698,1,0,141.2119981,Intel Core i7,2000,512,Nvidia,Windows
Acer,Notebook,4,2.1,10.03000037,0,0,100.4546699,AMD Processor,0,128,AMD,Windows
Asus,Gaming,16,3.25,11.67131902,0,1,127.3356746,AMD Processor,1000,256,AMD,Windows
Lenovo,Notebook,4,2.6,10.16792352,0,0,106.1130621,AMD Processor,0,128,AMD,Windows
Dell,2 in 1 Convertible,8,1.62,10.74291566,1,0,165.6321181,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,1.91,10.16790307,0,0,141.2119981,AMD Processor,0,256,AMD,Windows
Lenovo,Netbook,4,1.59,10.29091903,0,1,135.0942112,Other Intel Processor,0,128,Intel,Windows
Dell,Notebook,4,1.8,9.708902303,0,0,100.4546699,Other Intel Processor,500,0,Intel,Windows
Asus,Notebook,4,1.5,9.631552837,0,0,111.9352036,Other Intel Processor,0,0,Intel,Windows
Acer,Notebook,8,2.4,10.71608039,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,Others
HP,Gaming,8,3.35,11.0581096,0,1,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,1.85,9.975737514,0,0,141.2119981,Intel Core i3,0,128,Intel,Others
Asus,Gaming,8,2.3,11.38711731,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,8,1.5,10.97771698,0,1,157.3505121,Intel Core i5,0,256,Nvidia,Windows
Asus,Ultrabook,16,1.1,11.44230332,1,0,165.6321181,Intel Core i7,0,512,Intel,Windows
Lenovo,Ultrabook,8,1.13,11.70836856,0,1,209.8006829,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,1.5,10.28365947,0,1,165.6321181,Intel Core i3,0,128,Intel,Windows
Dell,Workstation,8,2.23,11.19739685,0,0,141.2119981,Intel Core i5,500,0,AMD,Windows
Dell,Workstation,8,2,11.64178295,0,1,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Lenovo,2 in 1 Convertible,16,1.42,11.80320057,1,0,209.8006829,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,3,10.92157502,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,Windows
Asus,Gaming,16,3,11.34767905,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,12,2.2,10.51801858,0,1,100.4546699,Intel Core i5,1000,0,Nvidia,Windows
MSI,Gaming,8,2.7,11.18267988,0,0,127.3356746,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,2.33,10.63340518,0,0,141.2119981,Intel Core i7,0,256,AMD,Others
HP,Ultrabook,4,1.91,10.18816712,0,0,141.2119981,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,8,2.1,11.08997269,0,1,141.2119981,Intel Core i7,0,256,AMD,Windows
Lenovo,Notebook,8,1.9,10.81931098,0,1,157.3505121,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,8,1.78,11.88100268,1,0,282.4239962,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Ultrabook,16,1.13,11.8483972,0,1,209.8006829,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,4,2.2,9.699146128,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Windows
Asus,Gaming,16,2.9,11.30793023,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,8,2.1,11.01828417,0,1,141.2119981,Intel Core i5,1000,256,AMD,Windows
Acer,Notebook,8,2.5,10.75434592,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Others
MSI,Gaming,16,2.8,11.69380198,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Asus,Ultrabook,8,1.1,11.51085773,0,0,157.3505121,Intel Core i7,0,512,Intel,Windows
Toshiba,Ultrabook,16,1.2,11.44121634,0,0,165.6321181,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,8,1.36,11.4021101,0,0,157.3505121,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,2.2,9.989276182,0,0,141.2119981,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,2,1.15,9.694067896,0,0,135.0942112,Other Intel Processor,0,0,Intel,Windows
Lenovo,Workstation,8,2.67,11.53824227,0,0,141.2119981,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,8,1.7,11.54754948,0,1,209.8006829,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,4,2.1,10.12616379,0,0,141.2119981,Intel Core i3,1000,0,AMD,Windows
Acer,2 in 1 Convertible,8,1.6,10.64634002,1,1,165.6321181,Intel Core i7,0,256,Intel,Windows
Asus,2 in 1 Convertible,8,1.27,10.80859276,1,1,165.6321181,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.3,10.37065567,0,0,141.2119981,Intel Core i5,0,256,AMD,Others
Dell,Notebook,4,1.65,10.5108023,0,0,117.8265301,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,8,1.43,11.28878141,0,0,157.3505121,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,2.14,10.26703757,0,0,100.4546699,Intel Core i5,1000,0,Intel,Windows
Lenovo,Ultrabook,8,1.75,11.07837309,0,1,157.3505121,Intel Core i7,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,16,2,11.52464374,1,1,282.4239962,Intel Core i7,0,512,Nvidia,Windows
Chuwi,Notebook,6,1.4,10.08258391,0,1,267.338436,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,2.31,11.23889064,0,0,141.2119981,Intel Core i7,0,256,Intel,Windows
Asus,Notebook,8,2.3,10.36747814,0,0,141.2119981,Intel Core i3,1000,0,Nvidia,Others
Dell,Gaming,16,4.42,11.91257852,0,1,169.7808994,Intel Core i7,1000,256,Nvidia,Windows
Dell,Gaming,8,2.62,11.03087387,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,2.02,11.01644762,0,0,141.2119981,Intel Core i7,2000,256,AMD,Windows
Dell,Ultrabook,8,1.6,10.97771698,0,0,157.3505121,Intel Core i7,0,256,Intel,Others
HP,Gaming,12,3.35,11.57596336,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Mediacom,2 in 1 Convertible,4,1.16,9.6760046,1,1,189.9057905,Other Intel Processor,0,32,Intel,Windows
Samsung,Netbook,4,1.15,9.570272406,0,0,135.0942112,Other Intel Processor,0,0,Intel,Others
Lenovo,Notebook,8,1.4,10.89326664,0,1,165.6321181,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,1.7,10.37082262,0,1,157.3505121,Intel Core i3,0,128,Intel,Windows
Lenovo,Workstation,16,2.3,11.77736143,0,1,282.4239962,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,16,2.5,11.77899608,0,0,141.2119981,Intel Core i7,0,512,Nvidia,Windows
Asus,Gaming,8,3.2,11.41099905,0,0,127.3356746,AMD Processor,1000,256,AMD,Windows
HP,Notebook,4,2.1,9.824885806,0,0,100.4546699,Other Intel Processor,500,0,Intel,Windows
Google,Ultrabook,16,1.1,11.67131902,1,0,234.5074,Intel Core i7,0,512,Intel,Others
Lenovo,Ultrabook,24,1.32,11.75125678,0,0,209.8006829,Intel Core i7,0,512,Intel,Windows
Asus,Notebook,4,2,10.3017105,0,0,141.2119981,Intel Core i5,0,256,Intel,Others
Lenovo,Notebook,8,2.8,10.22746491,0,0,106.1130621,AMD Processor,1000,0,AMD,Windows
Dell,Notebook,4,2.2,10.59430001,0,0,141.2119981,Intel Core i5,0,256,AMD,Windows
Lenovo,Ultrabook,8,1.36,11.2402912,0,1,176.2325736,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,9.830632948,0,0,141.2119981,Other Intel Processor,0,128,Intel,Windows
HP,Gaming,8,2.2,10.97771698,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,1.64,11.04798293,0,0,157.3505121,Intel Core i5,0,256,Nvidia,Windows
Acer,Notebook,4,2.4,10.06641832,0,0,100.4546699,Intel Core i5,500,0,Intel,Others
Dell,Workstation,8,2.23,11.57295735,0,0,141.2119981,Other Intel Processor,1000,0,Nvidia,Windows
MSI,Gaming,8,2.2,10.91067852,0,0,141.2119981,Intel Core i5,0,256,Nvidia,Windows
Microsoft,Ultrabook,16,1.25,11.83458801,1,0,200.8425599,Intel Core i7,0,512,Intel,Windows
HP,Notebook,8,1.91,10.35398721,0,0,100.4546699,Intel Core i5,0,128,Intel,Windows
Dell,Workstation,16,2.17,11.5638847,0,1,141.2119981,Intel Core i7,0,256,Nvidia,Windows
HP,Workstation,8,2.31,11.31119501,0,1,141.2119981,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,1.65,11.17971032,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,2.36,10.86209267,0,0,141.2119981,Intel Core i7,1000,128,AMD,Windows
Dell,2 in 1 Convertible,4,1.47,10.14726162,1,0,135.0942112,Other Intel Processor,500,0,Intel,Windows
Dell,Notebook,8,4.42,11.59920297,0,1,127.3356746,Intel Core i7,1000,0,Nvidia,Windows
Microsoft,Ultrabook,4,1.252,10.87225536,1,0,200.8425599,Other Intel Processor,0,128,Intel,Windows
Microsoft,Ultrabook,8,1.25,11.47054726,1,0,200.8425599,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,2.5,10.43687294,0,0,106.1130621,Intel Core i3,0,256,Intel,Windows
Acer,Notebook,4,2.23,10.27451027,0,0,141.2119981,Intel Core i3,1000,0,Nvidia,Windows
Acer,Netbook,4,1.4,10.05090706,0,0,135.0942112,Other Intel Processor,0,128,Intel,Windows
Asus,Notebook,8,2.37,10.59430001,0,0,141.2119981,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,8,1.5,10.65892197,0,1,157.3505121,Intel Core i7,0,512,AMD,Others
Lenovo,Notebook,8,2.67,11.62048037,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,4,2,9.692588728,0,0,100.4546699,Other Intel Processor,500,0,Intel,Windows
Acer,Notebook,4,2.2,10.12616379,0,0,100.4546699,Intel Core i3,500,0,Nvidia,Windows
Dell,Notebook,8,2.02,10.6075628,0,0,141.2119981,Intel Core i5,2000,0,AMD,Windows
HP,Gaming,12,3.78,11.41335615,0,1,127.3356746,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Ultrabook,12,1.4,11.50281695,0,1,209.8006829,Intel Core i7,0,256,Intel,Windows
HP,2 in 1 Convertible,8,1.29,11.57596336,1,1,331.2642361,Intel Core i7,0,512,Intel,Windows
HP,Notebook,8,1.9,11.02655047,0,0,141.2119981,Intel Core i5,500,0,AMD,Windows
Google,Ultrabook,8,1.1,11.12626248,1,0,234.5074,Intel Core i5,0,128,Intel,Others
Dell,Ultrabook,8,1.42,11.49408681,1,0,165.6321181,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,12,2.06,11.14491104,0,1,282.4239962,Intel Core i7,1000,128,Intel,Windows
Dell,Notebook,8,1.79,10.58221121,0,0,111.9352036,Intel Core i3,0,128,Intel,Windows
Dell,Workstation,8,1.78,11.76211283,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,1.7,11.19373786,0,0,157.3505121,Intel Core i5,0,180,Intel,Windows
Dell,Notebook,8,2.2,10.49027372,0,0,141.2119981,Intel Core i5,1000,0,AMD,Windows
Toshiba,Notebook,8,1.05,11.39733682,0,1,165.6321181,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,2.16,11.11601407,0,1,141.2119981,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,4,2.18,10.34990418,0,0,100.4546699,Intel Core i3,1000,0,Intel,Windows
HP,Notebook,4,1.49,10.56311104,0,1,165.6321181,Intel Core i5,0,128,Intel,Windows
Chuwi,Notebook,4,1.89,9.492612236,0,0,141.2119981,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,2.3,10.31238676,0,0,100.4546699,Intel Core i3,0,128,Intel,Windows
Lenovo,Notebook,8,1.75,10.93115363,0,1,157.3505121,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,16,2.17,11.73261217,0,1,141.2119981,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,16,2.06,11.52464374,0,0,141.2119981,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,16,1.36,11.46999124,0,1,176.2325736,Intel Core i7,0,512,Intel,Windows
Asus,Ultrabook,16,0.91,11.55114568,0,0,176.2325736,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,2.3,10.89523499,0,1,141.2119981,Intel Core i5,0,256,Nvidia,Windows
Toshiba,Ultrabook,32,1.05,11.91257852,1,0,165.6321181,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,1.99,11.1834209,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Acer,Notebook,8,2.2,10.3368635,0,0,100.4546699,AMD Processor,1000,0,AMD,Windows
Asus,Gaming,24,4.33,11.12154549,1,1,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Ultrabook,8,1.3,10.97771698,0,1,125.367428,Intel Core i5,0,180,Intel,Windows
Lenovo,Notebook,8,2.17,10.77673282,0,0,141.2119981,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,1.48,11.4423605,0,0,157.3505121,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,8,1.4,10.83096982,0,1,165.6321181,Intel Core i3,0,256,Intel,Windows
Lenovo,Notebook,8,2.3,10.79010392,0,1,141.2119981,Intel Core i5,0,256,Intel,Windows
Asus,Netbook,4,1.2,9.804506644,0,0,135.0942112,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,1.91,10.40365014,0,0,100.4546699,Intel Core i5,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.4,11.35269474,1,1,158.4825302,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.1,9.6760046,0,0,111.9352036,Other Intel Processor,500,0,Intel,Windows
Lenovo,Netbook,4,1.25,9.555290852,0,0,135.0942112,Other Intel Processor,0,16,Intel,Others
Lenovo,Notebook,8,1.44,10.83096982,0,0,165.6321181,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,8,2,11.08544049,0,0,141.2119981,Intel Core i7,1000,256,Intel,Windows
Acer,Notebook,4,2.2,10.39392596,0,1,141.2119981,Intel Core i5,1000,0,Nvidia,Windows
HP,Ultrabook,8,1.34,11.16321819,0,1,165.6321181,Intel Core i7,0,512,Intel,Windows
Lenovo,Gaming,8,2.4,11.0222083,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,Others
Dell,Ultrabook,8,1.29,10.77684406,1,1,165.6321181,Intel Core i5,0,128,Intel,Windows
Acer,Notebook,4,2.2,10.43546548,0,0,141.2119981,Intel Core i7,500,0,Nvidia,Windows
Dell,Notebook,8,2.18,10.70418964,0,0,141.2119981,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,16,2.2,11.08154402,0,0,141.2119981,Intel Core i7,2000,256,AMD,Windows
Xiaomi,Notebook,16,1.95,11.21975283,0,1,141.2119981,Intel Core i7,0,256,Nvidia,Others
Asus,Netbook,2,1.1,9.476819237,0,0,135.0942112,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,4,2.04,10.23221277,1,0,100.4546699,Intel Core i5,1000,0,Intel,Windows
Asus,Gaming,24,2.24,11.97120463,0,0,141.2119981,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,8,2.04,10.76565826,0,0,141.2119981,Intel Core i5,0,256,Nvidia,Windows
Asus,Gaming,16,3,11.29144453,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Gaming,8,3.2,11.219074,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
HP,Ultrabook,8,1.32,11.219074,0,1,165.6321181,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,1.64,11.12996542,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.63,10.5108023,0,0,100.4546699,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,2.8,10.76565826,0,1,127.3356746,Intel Core i5,1000,128,AMD,Others
